date,return,open_close,rv,vix,year_week,dhousing,dindpro,nai,nfci,year_month
1971/7/23,-0.171672849,-0.171672849,NA,NA,1971/7/18,2.774575645,-0.290675917,-0.12,0.89,1971/7/1
1971/7/26,-0.811860554,-0.811860554,NA,NA,1971/7/25,2.774575645,-0.290675917,-0.12,1.01,1971/7/1
1971/7/27,-0.367497355,-0.367497355,NA,NA,1971/7/25,2.774575645,-0.290675917,-0.12,1.01,1971/7/1
1971/7/28,-0.72876792,-0.72876792,NA,NA,1971/7/25,2.774575645,-0.290675917,-0.12,1.01,1971/7/1
1971/7/29,-1.087589586,-1.087589586,NA,NA,1971/7/25,2.774575645,-0.290675917,-0.12,1.01,1971/7/1
1971/7/30,-0.459285778,-0.459285778,NA,NA,1971/7/25,2.774575645,-0.290675917,-0.12,1.01,1971/7/1
1971/8/2,0.396781348,0.396781348,NA,NA,1971/8/1,3.537270456,-0.582093135,-0.17,1.15,1971/8/1
1971/8/3,-1.522575738,-1.522575738,NA,NA,1971/8/1,3.537270456,-0.582093135,-0.17,1.15,1971/8/1
1971/8/4,-0.658179655,-0.658179655,NA,NA,1971/8/1,3.537270456,-0.582093135,-0.17,1.15,1971/8/1
1971/8/5,0.212785489,0.212785489,NA,NA,1971/8/1,3.537270456,-0.582093135,-0.17,1.15,1971/8/1
1971/8/6,0.169909782,0.169909782,NA,NA,1971/8/1,3.537270456,-0.582093135,-0.17,1.15,1971/8/1
1971/8/9,-0.766859657,-0.766859657,NA,NA,1971/8/8,3.537270456,-0.582093135,-0.17,1.31,1971/8/1
1971/8/10,0.010693323,0.010693323,NA,NA,1971/8/8,3.537270456,-0.582093135,-0.17,1.31,1971/8/1
1971/8/11,1.190240375,1.190240375,NA,NA,1971/8/8,3.537270456,-0.582093135,-0.17,1.31,1971/8/1
1971/8/12,1.405662473,1.247332363,NA,NA,1971/8/8,3.537270456,-0.582093135,-0.17,1.31,1971/8/1
1971/8/13,-0.323437078,-0.323437078,NA,NA,1971/8/8,3.537270456,-0.582093135,-0.17,1.31,1971/8/1
1971/8/16,3.157886404,0.874611476,NA,NA,1971/8/15,3.537270456,-0.582093135,-0.17,1.46,1971/8/1
1971/8/17,1.237747626,1.237747626,NA,NA,1971/8/15,3.537270456,-0.582093135,-0.17,1.46,1971/8/1
1971/8/18,-1.399891966,-1.399891966,NA,NA,1971/8/15,3.537270456,-0.582093135,-0.17,1.46,1971/8/1
1971/8/19,-0.447240017,-0.447240017,NA,NA,1971/8/15,3.537270456,-0.582093135,-0.17,1.46,1971/8/1
1971/8/20,0.173034798,0.173034798,NA,NA,1971/8/15,3.537270456,-0.582093135,-0.17,1.46,1971/8/1
1971/8/23,0.931273044,0.931273044,NA,NA,1971/8/22,3.537270456,-0.582093135,-0.17,1.6,1971/8/1
1971/8/24,1.152030761,1.152030761,NA,NA,1971/8/22,3.537270456,-0.582093135,-0.17,1.6,1971/8/1
1971/8/25,0.009961655,0.009961655,NA,NA,1971/8/22,3.537270456,-0.582093135,-0.17,1.6,1971/8/1
1971/8/26,-0.169455309,-0.169455309,NA,NA,1971/8/22,3.537270456,-0.582093135,-0.17,1.6,1971/8/1
1971/8/27,0.239144194,0.239144194,NA,NA,1971/8/22,3.537270456,-0.582093135,-0.17,1.6,1971/8/1
1971/8/30,-0.960013373,-0.960013373,NA,NA,1971/8/29,3.537270456,-0.582093135,-0.17,1.7,1971/8/1
1971/8/31,-0.493577441,-0.493577441,NA,NA,1971/8/29,3.537270456,-0.582093135,-0.17,1.7,1971/8/1
1971/9/1,0.040384655,0.040384655,NA,NA,1971/8/29,-5.574198301,1.612158083,1.49,1.7,1971/9/1
1971/9/2,0.221820013,0.221820013,NA,NA,1971/8/29,-5.574198301,1.612158083,1.49,1.7,1971/9/1
1971/9/3,1.400163867,1.400163867,NA,NA,1971/8/29,-5.574198301,1.612158083,1.49,1.7,1971/9/1
1971/9/7,0.45580736,0.45580736,NA,NA,1971/9/5,-5.574198301,1.612158083,1.49,1.77,1971/9/1
1971/9/8,0.187657719,0.187657719,NA,NA,1971/9/5,-5.574198301,1.612158083,1.49,1.77,1971/9/1
1971/9/9,-0.534277518,-0.534277518,NA,NA,1971/9/5,-5.574198301,1.612158083,1.49,1.77,1971/9/1
1971/9/10,-0.377701471,-0.377701471,NA,NA,1971/9/5,-5.574198301,1.612158083,1.49,1.77,1971/9/1
1971/9/13,-0.349142959,-0.349142959,NA,NA,1971/9/12,-5.574198301,1.612158083,1.49,1.79,1971/9/1
1971/9/14,-0.732167169,-0.732167169,NA,NA,1971/9/12,-5.574198301,1.612158083,1.49,1.79,1971/9/1
1971/9/15,0.431923744,0.431923744,NA,NA,1971/9/12,-5.574198301,1.612158083,1.49,1.79,1971/9/1
1971/9/16,-0.110307387,-0.110307387,NA,NA,1971/9/12,-5.574198301,1.612158083,1.49,1.79,1971/9/1
1971/9/17,0.300566297,0.300566297,NA,NA,1971/9/12,-5.574198301,1.612158083,1.49,1.79,1971/9/1
1971/9/20,-0.280504092,-0.280504092,NA,NA,1971/9/19,-5.574198301,1.612158083,1.49,1.78,1971/9/1
1971/9/21,-0.341678563,-0.341678563,NA,NA,1971/9/19,-5.574198301,1.612158083,1.49,1.78,1971/9/1
1971/9/22,-0.8796326,-0.8796326,NA,NA,1971/9/19,-5.574198301,1.612158083,1.49,1.78,1971/9/1
1971/9/23,-0.091444254,-0.091444254,NA,NA,1971/9/19,-5.574198301,1.612158083,1.49,1.78,1971/9/1
1971/9/24,-0.234055977,-0.234055977,NA,NA,1971/9/19,-5.574198301,1.612158083,1.49,1.78,1971/9/1
1971/9/27,-0.541451991,-0.541451991,NA,NA,1971/9/26,-5.574198301,1.612158083,1.49,1.74,1971/9/1
1971/9/28,0.265978673,0.265978673,NA,NA,1971/9/26,-5.574198301,1.612158083,1.49,1.74,1971/9/1
1971/9/29,0.020436204,0.020436204,NA,NA,1971/9/26,-5.574198301,1.612158083,1.49,1.74,1971/9/1
1971/9/30,0.448425134,0.448425134,NA,NA,1971/9/26,-5.574198301,1.612158083,1.49,1.74,1971/9/1
1971/10/1,0.598170803,0.598170803,NA,NA,1971/9/26,4.174268765,0.745805004,0.6,1.74,1971/10/1
1971/10/4,0.282627625,0.282627625,NA,NA,1971/10/3,4.174268765,0.745805004,0.6,1.67,1971/10/1
1971/10/5,-0.100845107,-0.100845107,NA,NA,1971/10/3,4.174268765,0.745805004,0.6,1.67,1971/10/1
1971/10/6,0.713820953,0.713820953,NA,NA,1971/10/3,4.174268765,0.745805004,0.6,1.67,1971/10/1
1971/10/7,0.200157196,0.200157196,NA,NA,1971/10/3,4.174268765,0.745805004,0.6,1.67,1971/10/1
1971/10/8,-0.662050775,-0.662050775,NA,NA,1971/10/3,4.174268765,0.745805004,0.6,1.67,1971/10/1
1971/10/11,-0.151082267,-0.151082267,NA,NA,1971/10/10,4.174268765,0.745805004,0.6,1.59,1971/10/1
1971/10/12,0.362210882,0.362210882,NA,NA,1971/10/10,4.174268765,0.745805004,0.6,1.59,1971/10/1
1971/10/13,-0.543808996,-0.543808996,NA,NA,1971/10/10,4.174268765,0.745805004,0.6,1.59,1971/10/1
1971/10/14,-0.912972479,-0.912972479,NA,NA,1971/10/10,4.174268765,0.745805004,0.6,1.59,1971/10/1
1971/10/15,-0.34707671,-0.34707671,NA,NA,1971/10/10,4.174268765,0.745805004,0.6,1.59,1971/10/1
1971/10/18,-0.450962128,-0.450962128,NA,NA,1971/10/17,4.174268765,0.745805004,0.6,1.51,1971/10/1
1971/10/19,-0.360173277,-0.360173277,NA,NA,1971/10/17,4.174268765,0.745805004,0.6,1.51,1971/10/1
1971/10/20,-1.401526171,-1.401526171,NA,NA,1971/10/17,4.174268765,0.745805004,0.6,1.51,1971/10/1
1971/10/21,-0.052291766,-0.052291766,NA,NA,1971/10/17,4.174268765,0.745805004,0.6,1.51,1971/10/1
1971/10/22,-0.031383586,-0.031383586,NA,NA,1971/10/17,4.174268765,0.745805004,0.6,1.51,1971/10/1
1971/10/25,-0.493001476,-0.493001476,NA,NA,1971/10/24,4.174268765,0.745805004,0.6,1.43,1971/10/1
1971/10/26,-0.379267214,-0.29510878,NA,NA,1971/10/24,4.174268765,0.745805004,0.6,1.43,1971/10/1
1971/10/27,-1.00780252,-1.00780252,NA,NA,1971/10/24,4.174268765,0.745805004,0.6,1.43,1971/10/1
1971/10/28,0.181089796,0.181089796,NA,NA,1971/10/24,4.174268765,0.745805004,0.6,1.43,1971/10/1
1971/10/29,0.286948491,0.286948491,NA,NA,1971/10/24,4.174268765,0.745805004,0.6,1.43,1971/10/1
1971/11/1,-1.529196194,-1.529196194,NA,NA,1971/10/31,2.505931593,0.423403443,0.85,1.37,1971/11/1
1971/11/2,0.408643427,0.408643427,NA,NA,1971/10/31,2.505931593,0.423403443,0.85,1.37,1971/11/1
1971/11/3,1.83960099,1.743063571,NA,NA,1971/10/31,2.505931593,0.423403443,0.85,1.37,1971/11/1
1971/11/4,-0.126518727,-0.126518727,NA,NA,1971/10/31,2.505931593,0.423403443,0.85,1.37,1971/11/1
1971/11/5,-0.348747513,-0.348747513,NA,NA,1971/10/31,2.505931593,0.423403443,0.85,1.37,1971/11/1
1971/11/8,-0.074132914,-0.074132914,NA,NA,1971/11/7,2.505931593,0.423403443,0.85,1.32,1971/11/1
1971/11/9,0.074132914,0.074132914,NA,NA,1971/11/7,2.505931593,0.423403443,0.85,1.32,1971/11/1
1971/11/10,-1.117800517,-1.117800517,NA,NA,1971/11/7,2.505931593,0.423403443,0.85,1.32,1971/11/1
1971/11/11,-1.390634119,-1.390634119,NA,NA,1971/11/7,2.505931593,0.423403443,0.85,1.32,1971/11/1
1971/11/12,0,0,NA,NA,1971/11/7,2.505931593,0.423403443,0.85,1.32,1971/11/1
1971/11/15,-0.337090515,-0.337090515,NA,NA,1971/11/14,2.505931593,0.423403443,0.85,1.28,1971/11/1
1971/11/16,0.975512846,0.975512846,NA,NA,1971/11/14,2.505931593,0.423403443,0.85,1.28,1971/11/1
1971/11/17,0.150893543,0.150893543,NA,NA,1971/11/14,2.505931593,0.423403443,0.85,1.28,1971/11/1
1971/11/18,-0.77846757,-0.77846757,NA,NA,1971/11/14,2.505931593,0.423403443,0.85,1.28,1971/11/1
1971/11/19,-0.566014362,-0.566014362,NA,NA,1971/11/14,2.505931593,0.423403443,0.85,1.28,1971/11/1
1971/11/22,-0.899128854,-0.899128854,NA,NA,1971/11/21,2.505931593,0.423403443,0.85,1.25,1971/11/1
1971/11/23,-0.69632443,-0.69632443,NA,NA,1971/11/21,2.505931593,0.423403443,0.85,1.25,1971/11/1
1971/11/24,0.188373921,0.188373921,NA,NA,1971/11/21,2.505931593,0.423403443,0.85,1.25,1971/11/1
